"id","learning_rate","num_hidden","num_neurons","dropout_hidden","mse","mse_validate"
979,0.1,1,500,0.95,0.0572797656281727,0.0586919430454099
621,0.01,5,100,0.8,0.057288594174322,0.060074438911755
618,0.06,4,100,0.8,0.0573043416234292,0.0601021688391752
121,0.01,5,100,0.55,0.0573093083095633,0.0601108713773949
596,0.01,5,500,0.75,0.057309750937748,0.0590447239011249
849,0.1,5,200,0.9,0.057311998481217,0.060115558464889
824,0.1,5,100,0.9,0.0573150311571809,0.0590460607616474
532,0.04,2,200,0.75,0.0573155011792477,0.0590184755454523
984,0.1,2,500,0.95,0.0573245197642972,0.0601396091651404
520,0.14,4,100,0.75,0.0573256288981537,0.0590487958394511
818,0.06,4,100,0.9,0.0573277200463303,0.0601428584133865
905,0.14,1,100,0.95,0.057329591221035,0.060285349169399
539,0.1,3,200,0.75,0.0573311337770125,0.0601484555034123
712,0.04,3,100,0.85,0.0573316851447053,0.0590504810668173
958,0.06,2,400,0.95,0.0573341030947519,0.0590517067550439
538,0.06,3,200,0.75,0.0573419657726093,0.0601669743783204
932,0.04,2,200,0.95,0.0573428701026859,0.0590525789468078
496,0.01,5,500,0.7,0.0573439814499049,0.0601708058395324
336,0.01,3,200,0.65,0.0573696351464673,0.0590575204242849
686,0.01,3,500,0.8,0.0573772150902075,0.0590610732058536
904,0.1,1,100,0.95,0.0573822071700853,0.0588762934421288
937,0.04,3,200,0.95,0.0573879842707452,0.0602453912235467
925,0.14,5,100,0.95,0.0573886581554373,0.0602465278598604
837,0.04,3,200,0.9,0.0573971003273355,0.0590704412500333
812,0.04,3,100,0.9,0.0574040009297725,0.0590726999977439
714,0.1,3,100,0.85,0.0574084903993445,0.0602797139493689
834,0.1,2,200,0.9,0.0574109440828604,0.0602874753767183
629,0.1,1,200,0.8,0.0574327765448559,0.0612961707684896
709,0.1,2,100,0.85,0.0574331420992595,0.0590774239399899
886,0.01,3,500,0.9,0.0574343095085747,0.059082914928846
716,0.01,4,100,0.85,0.0574365861630334,0.0590840098167325
836,0.01,3,200,0.9,0.0574499222585277,0.0590886105880484
838,0.06,3,200,0.9,0.0574608209137566,0.0590926268081211
637,0.04,3,200,0.8,0.0574688563660127,0.0603778997339374
136,0.01,3,200,0.55,0.0574736293612874,0.059111868372633
456,0.01,2,400,0.7,0.0574736360186266,0.0602411756753391
962,0.04,3,400,0.95,0.0574920032620336,0.0591048607389278
657,0.04,2,400,0.8,0.0574980040508807,0.0604119432210861
773,0.06,5,400,0.85,0.0575153686172427,0.0604534193747676
707,0.04,2,100,0.85,0.0575205681988174,0.0591203999629867
967,0.04,4,400,0.95,0.0575228777876202,0.0604653791776548
636,0.01,3,200,0.8,0.0575251182613039,0.0604707368385266
603,0.06,1,100,0.8,0.0575296190910966,0.0583654572414755
131,0.01,2,200,0.55,0.0575307360406112,0.0603678538542293
935,0.14,2,200,0.95,0.0575342278982929,0.0604827371369055
708,0.06,2,100,0.85,0.0575412048868418,0.0591237998230585
817,0.04,4,100,0.9,0.0575472071732799,0.0591273201679513
918,0.06,4,100,0.95,0.0575597922922231,0.0605237671384852
746,0.01,5,200,0.85,0.0575617730434664,0.0591335068644827
952,0.04,1,400,0.95,0.0575633803242526,0.0596888073505886
720,0.14,4,100,0.85,0.0575661443095034,0.0591353812101182
571,0.01,5,400,0.75,0.0575676567557555,0.0605361302281696
986,0.01,3,500,0.95,0.0575721350361986,0.0591380095671392
646,0.01,5,200,0.8,0.0575737365645646,0.060545650600071
557,0.04,2,400,0.75,0.0575745725365374,0.0593521430149785
401,0.01,1,100,0.7,0.0575806991310393,0.0600921104413665
717,0.04,4,100,0.85,0.0575813192227617,0.0591419679852178
611,0.01,3,100,0.8,0.0575837922621506,0.0591433761131967
216,0.01,4,100,0.6,0.0575861971491841,0.0591441173254059
891,0.01,4,500,0.9,0.0575871588064641,0.0591445396919229
737,0.04,3,200,0.85,0.0575955273633535,0.0591478905701263
846,0.01,5,200,0.9,0.0575978665327479,0.0591492596502042
710,0.14,2,100,0.85,0.0576003820888247,0.0591452365937111
896,0.01,5,500,0.9,0.057606225596351,0.0591529893973572
999,0.1,5,500,0.95,0.0576181857007722,0.0606148361925712
411,0.01,3,100,0.7,0.0576200679744148,0.0591576291187471
715,0.14,3,100,0.85,0.0576236189002721,0.0606231423623518
212,0.04,3,100,0.6,0.0576379565663898,0.0606455861457442
649,0.1,5,200,0.8,0.0576398647360155,0.0591682952225516
446,0.01,5,200,0.7,0.0576402587999004,0.0606488970930242
206,0.01,2,100,0.6,0.0576515942518936,0.0606720757388997
771,0.01,5,400,0.85,0.0576531862776821,0.0591744787333058
643,0.06,4,200,0.8,0.0576755609330941,0.0607029104746049
939,0.1,3,200,0.95,0.0576832727560685,0.0591886800292826
122,0.04,5,100,0.55,0.0576898950564642,0.0591918442244009
632,0.04,2,200,0.8,0.0576991277914104,0.0607696140181927
865,0.14,3,400,0.9,0.0577037112977677,0.0607460790208889
634,0.1,2,200,0.8,0.0577040743111663,0.05920651983321
721,0.01,5,100,0.85,0.057706577493488,0.059199923866937
994,0.1,4,500,0.95,0.0577103304331718,0.0592017506832775
741,0.01,4,200,0.85,0.0577255183347525,0.0592091842568966
447,0.04,5,200,0.7,0.0577353858366651,0.0592140377300883
713,0.06,3,100,0.85,0.0577482679624562,0.0592205855720709
22,0.04,5,100,0.5,0.0577587579134115,0.059225710254149
981,0.01,2,500,0.95,0.057767924304667,0.0592313202237044
988,0.06,3,500,0.95,0.0577763904594222,0.0608549152466948
313,0.06,3,100,0.65,0.0577955330617827,0.0592443357903899
913,0.06,3,100,0.95,0.0577979336680547,0.0592456731834707
413,0.06,3,100,0.7,0.0578046454705537,0.0608971873732427
987,0.04,3,500,0.95,0.0578370447022394,0.0609448072218513
763,0.06,3,400,0.85,0.0578387526838764,0.0609482163153736
528,0.06,1,200,0.75,0.0578404098064928,0.0577214881453305
839,0.1,3,200,0.9,0.057847475076567,0.060960139592036
442,0.04,4,200,0.7,0.0578511281975887,0.0609655099879296
758,0.06,2,400,0.85,0.0578544159179139,0.0592853237969253
863,0.06,3,400,0.9,0.057871999849587,0.0592842742017766
608,0.06,2,100,0.8,0.0578892569297441,0.0610206379623007
642,0.04,4,200,0.8,0.0579068823840472,0.0593033563599145
567,0.04,4,400,0.75,0.0579212175841823,0.0610681357401404
947,0.04,5,200,0.95,0.0579351431715209,0.0593187801788989
181,0.01,2,500,0.55,0.0579481699836757,0.0612846160504587
635,0.14,2,200,0.8,0.0579574676621526,0.0593672283375899
126,0.01,1,200,0.55,0.0579615460496909,0.0588908184045183
561,0.01,3,400,0.75,0.0579648030582447,0.0593377508133139
750,0.14,5,200,0.85,0.0579719534147695,0.0593391692267202
871,0.01,5,400,0.9,0.0579999150229352,0.0593548546774989
767,0.04,4,400,0.85,0.0580031599654752,0.0593567060334576
971,0.01,5,400,0.95,0.058003966626757,0.0593571415106385
949,0.1,5,200,0.95,0.0580071778612734,0.0611922419786302
966,0.01,4,400,0.95,0.0580229000622113,0.0593678698780136
656,0.01,2,400,0.8,0.0580432945582667,0.0612610403807679
803,0.06,1,100,0.9,0.0580460021311105,0.0612039754733076
137,0.04,3,200,0.55,0.0580770890943143,0.0593800233432675
814,0.1,3,100,0.9,0.0580822239384176,0.0594019267117493
146,0.01,5,200,0.55,0.0581087122264072,0.0613369227110581
711,0.01,3,100,0.85,0.0581356886027125,0.0594333880932413
356,0.01,2,400,0.65,0.0581701921860259,0.0593799585084809
808,0.06,2,100,0.9,0.0581783221227171,0.0614345177338225
982,0.04,2,500,0.95,0.0581789633301796,0.0594601474884971
625,0.14,5,100,0.8,0.0581790960796233,0.0614360535306485
920,0.14,4,100,0.95,0.0582047810617432,0.0614720355513386
845,0.14,4,200,0.9,0.0582072213047543,0.0614754481073461
893,0.06,4,500,0.9,0.0582117248206614,0.0614817420399561
855,0.14,1,400,0.9,0.0582177811210946,0.057687097928104
828,0.06,1,200,0.9,0.0582230493349934,0.0616073454761246
548,0.06,5,200,0.75,0.0582273485256531,0.0594879720176877
8,0.06,2,100,0.5,0.058239589925777,0.0615460788271182
416,0.01,4,100,0.7,0.0582712564420205,0.0615646803858179
719,0.1,4,100,0.85,0.0582898312885438,0.0615904499219419
647,0.04,5,200,0.8,0.0582928852375939,0.0595279320533819
956,0.01,2,400,0.95,0.0582939054243523,0.0595322136020615
513,0.06,3,100,0.75,0.0583993310840603,0.0595946449176719
844,0.1,4,200,0.9,0.0584029100943237,0.0595963812550571
862,0.04,3,400,0.9,0.0584287708155537,0.0596129969236908
753,0.06,1,400,0.85,0.0584304390629367,0.0623125620052729
323,0.06,5,100,0.65,0.0584487562239503,0.0618089848507771
533,0.06,2,200,0.75,0.0584627168313395,0.0595943706571251
928,0.06,1,200,0.95,0.0584655284636507,0.0595696385138849
832,0.04,2,200,0.9,0.0584721155969756,0.0596433372306878
461,0.01,3,400,0.7,0.0584775358511945,0.0596389681325021
415,0.14,3,100,0.7,0.0585173811203313,0.0619019595043396
431,0.01,2,200,0.7,0.0585243174921923,0.0619289070865779
509,0.1,2,100,0.75,0.0585352897915296,0.0619316596742272
995,0.14,4,500,0.95,0.0585444082385133,0.0619389976327334
441,0.01,4,200,0.7,0.0585590287992682,0.0596960552152969
847,0.04,5,200,0.9,0.0585773602164466,0.0597080170420818
116,0.01,4,100,0.55,0.0585845866636511,0.0597125148023673
822,0.04,5,100,0.9,0.0585972739233089,0.0597209797080159
931,0.01,2,200,0.95,0.0586148451222441,0.059732921857131
761,0.01,3,400,0.85,0.0586225997349673,0.0597381101653502
945,0.14,4,200,0.95,0.058636850513656,0.0597468656405974
361,0.01,3,400,0.65,0.0586420151225501,0.0620695730084861
215,0.14,3,100,0.6,0.0586744106379053,0.0597583680166624
682,0.04,2,500,0.8,0.058706683647423,0.0621932514142847
806,0.01,2,100,0.9,0.058718407299203,0.0598030285402906
