"id","learning_rate","num_hidden","num_neurons","dropout_hidden","pccc","pccc_validate"
197,0.04,5,500,0.55,0.993406593406593,0.985915492957746
253,0.06,1,400,0.6,0.993406593406593,0.984909456740443
255,0.14,1,400,0.6,0.993406593406593,0.984909456740443
315,0.14,3,100,0.65,0.993406593406593,0.984909456740443
334,0.1,2,200,0.65,0.993406593406593,0.984909456740443
341,0.01,4,200,0.65,0.993406593406593,0.997987927565392
364,0.1,3,400,0.65,0.993406593406593,0.985915492957746
389,0.1,3,500,0.65,0.993406593406593,0.987927565392354
403,0.06,1,100,0.7,0.993406593406593,0.984909456740443
480,0.14,1,500,0.7,0.993406593406593,0.985915492957746
533,0.06,2,200,0.75,0.993406593406593,0.987927565392354
546,0.01,5,200,0.75,0.993406593406593,0.997987927565392
695,0.14,4,500,0.8,0.993406593406593,0.984909456740443
701,0.01,1,100,0.85,0.993406593406593,0.985915492957746
783,0.06,2,500,0.85,0.993406593406593,0.987927565392354
882,0.04,2,500,0.9,0.993406593406593,0.985915492957746
991,0.01,4,500,0.95,0.993406593406593,0.985915492957746
4,0.1,1,100,0.5,0.992307692307692,0.980885311871227
27,0.04,1,200,0.5,0.992307692307692,0.980885311871227
35,0.14,2,200,0.5,0.992307692307692,0.981891348088531
53,0.06,1,400,0.5,0.992307692307692,0.984909456740443
68,0.06,4,400,0.5,0.992307692307692,0.980885311871227
96,0.01,5,500,0.5,0.992307692307692,0.997987927565392
107,0.04,2,100,0.55,0.992307692307692,0.982897384305835
133,0.06,2,200,0.55,0.992307692307692,0.981891348088531
155,0.14,1,400,0.55,0.992307692307692,0.981891348088531
217,0.04,4,100,0.6,0.992307692307692,0.981891348088531
229,0.1,1,200,0.6,0.992307692307692,0.981891348088531
239,0.1,3,200,0.6,0.992307692307692,0.980885311871227
265,0.14,3,400,0.6,0.992307692307692,0.982897384305835
280,0.14,1,500,0.6,0.992307692307692,0.980885311871227
340,0.14,3,200,0.65,0.992307692307692,0.980885311871227
368,0.06,4,400,0.65,0.992307692307692,0.980885311871227
386,0.01,3,500,0.65,0.992307692307692,0.982897384305835
404,0.1,1,100,0.7,0.992307692307692,0.980885311871227
443,0.06,4,200,0.7,0.992307692307692,0.981891348088531
468,0.06,4,400,0.7,0.992307692307692,0.982897384305835
504,0.1,1,100,0.75,0.992307692307692,0.982897384305835
507,0.04,2,100,0.75,0.992307692307692,0.980885311871227
518,0.06,4,100,0.75,0.992307692307692,0.981891348088531
526,0.01,1,200,0.75,0.992307692307692,0.980885311871227
527,0.04,1,200,0.75,0.992307692307692,0.980885311871227
532,0.04,2,200,0.75,0.992307692307692,0.981891348088531
553,0.06,1,400,0.75,0.992307692307692,0.980885311871227
566,0.01,4,400,0.75,0.992307692307692,0.981891348088531
597,0.04,5,500,0.75,0.992307692307692,0.980885311871227
619,0.1,4,100,0.8,0.992307692307692,0.980885311871227
676,0.01,1,500,0.8,0.992307692307692,0.981891348088531
679,0.1,1,500,0.8,0.992307692307692,0.980885311871227
738,0.06,3,200,0.85,0.992307692307692,0.981891348088531
744,0.1,4,200,0.85,0.992307692307692,0.993963782696177
755,0.14,1,400,0.85,0.992307692307692,0.982897384305835
775,0.14,5,400,0.85,0.992307692307692,0.980885311871227
779,0.1,1,500,0.85,0.992307692307692,0.982897384305835
784,0.1,2,500,0.85,0.992307692307692,0.982897384305835
806,0.01,2,100,0.9,0.992307692307692,0.980885311871227
832,0.04,2,200,0.9,0.992307692307692,0.981891348088531
843,0.06,4,200,0.9,0.992307692307692,0.982897384305835
879,0.1,1,500,0.9,0.992307692307692,0.997987927565392
916,0.01,4,100,0.95,0.992307692307692,0.980885311871227
926,0.01,1,200,0.95,0.992307692307692,0.981891348088531
964,0.1,3,400,0.95,0.992307692307692,0.981891348088531
52,0.04,1,400,0.5,0.989010989010989,0.975855130784708
78,0.06,1,500,0.5,0.989010989010989,0.975855130784708
91,0.01,4,500,0.5,0.989010989010989,0.975855130784708
101,0.01,1,100,0.55,0.989010989010989,0.975855130784708
102,0.04,1,100,0.55,0.989010989010989,0.975855130784708
121,0.01,5,100,0.55,0.989010989010989,0.975855130784708
141,0.01,4,200,0.55,0.989010989010989,0.975855130784708
177,0.04,1,500,0.55,0.989010989010989,0.975855130784708
180,0.14,1,500,0.55,0.989010989010989,0.977867203219316
259,0.1,2,400,0.6,0.989010989010989,0.975855130784708
268,0.06,4,400,0.6,0.989010989010989,0.975855130784708
301,0.01,1,100,0.65,0.989010989010989,0.975855130784708
417,0.04,4,100,0.7,0.989010989010989,0.975855130784708
418,0.06,4,100,0.7,0.989010989010989,0.975855130784708
516,0.01,4,100,0.75,0.989010989010989,0.975855130784708
520,0.14,4,100,0.75,0.989010989010989,0.977867203219316
555,0.14,1,400,0.75,0.989010989010989,0.975855130784708
612,0.04,3,100,0.8,0.989010989010989,0.975855130784708
627,0.04,1,200,0.8,0.989010989010989,0.975855130784708
687,0.04,3,500,0.8,0.989010989010989,0.975855130784708
696,0.01,5,500,0.8,0.989010989010989,0.975855130784708
798,0.06,5,500,0.85,0.989010989010989,0.975855130784708
811,0.01,3,100,0.9,0.989010989010989,0.975855130784708
888,0.06,3,500,0.9,0.989010989010989,0.975855130784708
969,0.1,4,400,0.95,0.989010989010989,0.975855130784708
973,0.06,5,400,0.95,0.989010989010989,0.975855130784708
58,0.06,2,400,0.5,0.987912087912088,0.975855130784708
228,0.06,1,200,0.6,0.987912087912088,0.975855130784708
237,0.04,3,200,0.6,0.987912087912088,0.974849094567404
305,0.14,1,100,0.65,0.987912087912088,0.974849094567404
332,0.04,2,200,0.65,0.987912087912088,0.974849094567404
423,0.06,5,100,0.7,0.987912087912088,0.975855130784708
581,0.01,2,500,0.75,0.987912087912088,0.974849094567404
604,0.1,1,100,0.8,0.987912087912088,0.974849094567404
636,0.01,3,200,0.8,0.987912087912088,0.974849094567404
649,0.1,5,200,0.8,0.987912087912088,0.975855130784708
977,0.04,1,500,0.95,0.987912087912088,0.974849094567404
993,0.06,4,500,0.95,0.987912087912088,0.975855130784708
87,0.04,3,500,0.5,0.986813186813187,0.992957746478873
335,0.14,2,200,0.65,0.986813186813187,0.990945674044266
467,0.04,4,400,0.7,0.986813186813187,0.974849094567404
509,0.1,2,100,0.75,0.986813186813187,0.992957746478873
552,0.04,1,400,0.75,0.986813186813187,0.974849094567404
872,0.04,5,400,0.9,0.986813186813187,0.990945674044266
432,0.04,2,200,0.7,0.985714285714286,0.974849094567404
472,0.04,5,400,0.7,0.985714285714286,0.974849094567404
760,0.14,2,400,0.85,0.985714285714286,0.974849094567404
966,0.01,4,400,0.95,0.985714285714286,0.974849094567404
157,0.04,2,400,0.55,0.984615384615385,0.970824949698189
182,0.04,2,500,0.55,0.984615384615385,0.974849094567404
308,0.06,2,100,0.65,0.984615384615385,0.970824949698189
333,0.06,2,200,0.65,0.984615384615385,0.974849094567404
345,0.14,4,200,0.65,0.984615384615385,0.970824949698189
357,0.04,2,400,0.65,0.984615384615385,0.974849094567404
